,step,dropout_train,dropout_test,no_dropout_train,no_dropout_test
140,350000,1.5516743963479995,2.0259632587432863,1.1839035541534424,2.1196808099746702
141,352500,1.5525231691360473,1.72878155708313,1.187494209313393,2.1632081031799317
142,355000,1.5505852818012238,1.8733981847763064,1.1867412842988967,2.0730969190597532
143,357500,1.5539586875915528,1.5662708759307862,1.1880169023990632,2.291174125671387
144,360000,1.5522629190683366,1.7341859579086305,1.1845828236579894,2.008098578453064
145,362500,1.555167900943756,1.8582856416702271,1.1856004087686538,2.130999517440796
146,365000,1.5533907640218734,1.6574837684631347,1.1839221885204316,2.0713392019271852
147,367500,1.5479706609249115,1.898342227935791,1.1852558587551116,2.1896358489990235
148,370000,1.545174348282814,1.7106584072113038,1.1814863965511322,2.4453100204467773
149,372500,1.5553058901309966,1.71833975315094,1.180169273352623,2.4360866069793703
150,375000,1.550622698688507,1.919062876701355,1.1795488078594207,2.378705859184265
151,377500,1.5484067056417463,1.7688832759857178,1.183624103450775,2.2140314102172853
152,380000,1.5499080478668212,1.9154072999954224,1.18111520755291,2.145347762107849
153,382500,1.5495160544395448,1.6115606069564818,1.178407096672058,2.369963788986206
154,385000,1.548288204956055,1.8607781171798703,1.1794179423093796,2.474195051193237
155,387500,1.5484137083530427,1.9159597873687744,1.179000203371048,2.262844181060791
156,390000,1.546005014204979,1.9230942487716676,1.176695177221298,2.164492058753967
157,392500,1.5479360006332397,1.722692346572876,1.1795433958768844,2.33404278755188
158,395000,1.5446948427200318,1.7092218160629271,1.1779030893325806,2.4710321187973023
159,397500,1.5469554235458374,1.5456660270690918,1.1783853759765626,2.2291297912597656
160,400000,1.5429070298433305,1.6190482139587403,1.175213718867302,2.2404476165771485
161,402500,1.5440730825424194,1.7615129709243775,1.1729981073379516,2.69883770942688
162,405000,1.5431271223306655,1.706156849861145,1.171445519375801,2.5605958223342897
163,407500,1.5422513531923294,1.7121337175369262,1.168319260907173,2.2733081340789796
164,410000,1.540450973033905,1.6285506010055542,1.1738537959814073,2.5507887840270995
165,412500,1.5391772025346755,1.755799126625061,1.173035827422142,2.906248664855957
166,415000,1.5425521582126618,1.7189244270324706,1.1708161989688872,2.2004026889801027
167,417500,1.5461893061876295,1.8553210735321044,1.1702678983449937,2.111652898788452
168,420000,1.546353089237213,1.7696643352508543,1.1701890779972075,2.2020441770553587
169,422500,1.5424886548042298,1.6911108493804932,1.1723463358640671,2.2923107147216797
170,425000,1.543413845515251,1.60759756565094,1.1654462714910507,2.385383462905884
171,427500,1.5447258375406263,1.8407662153244015,1.167260445213318,2.350255918502808
172,430000,1.5402561457157136,1.552989172935486,1.1717464112520215,2.4561431884765623
173,432500,1.545147859096527,1.6930838584899903,1.167760055565834,2.580578088760376
174,435000,1.5453650058746338,1.740619421005249,1.1708627546548844,2.3060703039169312
175,437500,1.5423973989248276,1.708223867416382,1.1651309194564818,2.456044816970825
176,440000,1.5416919845104218,1.850555348396301,1.1660914299964904,2.357124853134155
177,442500,1.5430469850301742,1.687343716621399,1.161504496526718,2.4932483673095702
178,445000,1.5372726225852966,1.6210087299346925,1.1597475630521774,2.2829232931137087
179,447500,1.5355991343736648,1.7488645553588866,1.1600400492191314,2.528330945968628
180,450000,1.5398626734733585,1.8353442430496216,1.1641235780954362,2.3587653636932373
181,452500,1.5445707804679871,1.5876837968826294,1.164070015358925,1.968499755859375
182,455000,1.5386453917503358,1.822004222869873,1.161139285492897,2.121118450164795
183,457500,1.5399847737312318,1.9453227519989016,1.1631007306575776,2.2936761140823365
184,460000,1.5368205831289292,1.6839146852493283,1.1586347748994827,2.2874801397323608
185,462500,1.5398905886173249,1.7959270477294922,1.1641248377799989,2.1621662616729735
186,465000,1.5394761580705645,1.7631274700164794,1.1521918250083922,2.5101109027862547
187,467500,1.5392361279010771,1.9019050598144531,1.158609388422966,2.0787301540374754
188,470000,1.5382850304603577,1.7050841569900512,1.164543623638153,2.385282826423645
189,472500,1.541157869529724,2.0301972150802614,1.1630788104534149,2.402616500854492
190,475000,1.5359748544454574,1.788269090652466,1.1574054883241651,2.307347297668457
191,477500,1.5412257472991944,1.8124255418777464,1.1566526394605636,2.2927489280700684
192,480000,1.5346960416793822,1.9311472654342652,1.156128340768814,2.820274066925049
193,482500,1.5405447890758517,1.7835487127304075,1.1558655719280242,1.8270252466201784
194,485000,1.5348609979867935,1.7165169715881348,1.1561709476709363,2.5588252544403076
195,487500,1.5432335357427598,1.847586417198181,1.1571778116464615,2.2727609395980837
196,490000,1.5334920731544497,1.707754373550415,1.1554419419288635,2.2146649599075316
197,492500,1.5373411279916764,1.787513542175293,1.1563040357112884,2.157300209999085
198,495000,1.5390338438272475,1.7373007774353026,1.1544991472244264,2.1915256500244142
199,497500,1.5343363044261933,1.873560571670532,1.1543673012018203,2.145272016525269
