,step,dropout_train,dropout_test,no_dropout_train,no_dropout_test
0,0,4.622925281524658,4.499467563629151,4.458584785461426,4.403779411315918
1,2500,2.456220708036423,2.309951591491699,2.3931573295116424,2.2612427711486816
2,5000,2.185110334587097,2.262312650680542,2.050847666835785,2.1070743560791017
3,7500,2.0782051197052,2.2707080602645875,1.9380048057556152,2.0639336347579955
4,10000,2.014174999904633,2.11577467918396,1.8608212577342984,2.0397194623947144
5,12500,1.969017590236664,2.13078978061676,1.820275540304184,2.102291440963745
6,15000,1.9323709270000455,2.066879081726074,1.7841769701719283,1.8940935850143432
7,17500,1.904317712402344,2.2747397422790527,1.7601611845493317,2.0471232414245604
8,20000,1.8816844398498536,2.0925260543823243,1.734229081583023,1.8832417726516724
9,22500,1.84967893576622,1.8602211475372312,1.7071507697105408,1.909970760345459
10,25000,1.840488796377182,2.0393237590789797,1.688283072090149,2.1463371992111204
11,27500,1.8286602637290952,2.0383066654205324,1.6843247067451477,2.236310338973999
12,30000,1.8189657308101657,1.9668782234191895,1.662916295003891,1.880838966369629
13,32500,1.797442581486702,1.9537362813949584,1.6598617203235626,1.8047120809555053
14,35000,1.791125294303894,1.9321418046951293,1.6565378475666046,1.9578698873519895
15,37500,1.776674887228012,1.844972252845764,1.6390245341300964,1.9994566679000856
16,40000,1.770506584596634,2.0871064186096193,1.6301474927663804,1.890609073638916
17,42500,1.762039945793152,2.0067535877227782,1.626414323091507,1.7988842487335206
18,45000,1.7543323698997495,1.9168869495391845,1.6186152440071109,1.995364212989807
19,47500,1.7525321756839751,1.9434656858444217,1.611593874502182,1.8953829288482664
20,50000,1.7465327810287476,1.8019641637802124,1.5953679063796995,2.0242284536361694
21,52500,1.7422589325428008,1.876974844932556,1.601508619236946,1.9104957580566408
22,55000,1.728325987482071,1.8945884227752685,1.5918553766012191,2.2291677474975584
23,57500,1.7368364286899567,1.9514994144439697,1.5846895009040831,1.8051997423171997
24,60000,1.7263228178024292,1.7597896814346314,1.5806880679607391,1.8565958738327024
25,62500,1.7258037515878677,2.021528649330139,1.5823046117305757,1.8978174686431888
26,65000,1.728319126367569,1.7781557083129882,1.5704788389205933,1.98308470249176
27,67500,1.721403457212448,1.876371932029724,1.5692339159727096,1.8300657272338867
28,70000,1.714834326505661,1.7664251804351807,1.5636347840309144,1.9402633428573608
29,72500,1.711801517343521,1.8442834615707395,1.5597227979183197,1.809228253364563
30,75000,1.7120519813537598,1.8741369485855104,1.5633875851869583,2.0934233903884887
31,77500,1.7052464029073715,2.051178789138794,1.5519263145685196,1.9903484344482425
32,80000,1.7042681999206544,1.750613522529602,1.5555299283981323,1.8688766479492187
33,82500,1.7050889429569245,1.93433837890625,1.5446479755163194,1.756856632232666
34,85000,1.6987290131092072,1.75583872795105,1.548010647702217,1.9843275547027588
35,87500,1.690804056787491,1.894505000114441,1.5380182987689972,2.0542654752731324
36,90000,1.691058440899849,1.7583754062652588,1.5404667089223862,2.045867943763733
37,92500,1.6988616773843763,1.890107536315918,1.5349915034532546,1.8141439437866211
38,95000,1.688761320400238,1.8205806016921997,1.5307600997924804,2.1454519987106324
39,97500,1.6885709176063537,1.9360353231430056,1.524972424387932,1.7393826007843018
40,100000,1.6847800967931748,1.7509469985961914,1.530255883336067,1.7605990171432495
41,102500,1.6864376181840897,2.0368048906326295,1.5248540184020996,1.927140760421753
42,105000,1.6797105811595916,1.7857187509536745,1.524639919924736,1.978464913368225
43,107500,1.677621439743042,1.8944634675979617,1.5146259159326554,1.703409242630005
44,110000,1.6779864384174348,1.845165729522705,1.5195220528364182,2.0613179922103884
45,112500,1.672614713096619,1.778761339187622,1.5145236351251603,1.8672930002212524
46,115000,1.6765099969863893,1.8721561431884768,1.515552329802513,1.957065963745117
47,117500,1.6786659991025925,1.8655888795852664,1.5074300344228744,1.888896346092224
48,120000,1.673765118575096,1.9057971954345705,1.5029842044591903,1.8993471145629883
49,122500,1.674188051056862,1.8076773166656497,1.5050459584236144,1.667846918106079
50,125000,1.67945951128006,1.7246371746063232,1.5034079100370408,1.9149804830551147
51,127500,1.6730648070812226,1.80993812084198,1.500680505180359,1.8750648736953737
52,130000,1.6656528586387631,1.801863431930542,1.502012147474289,1.7749718189239505
53,132500,1.6721684304714204,1.7768498182296752,1.494659994506836,1.8781821727752688
54,135000,1.6624663980960843,1.8684272289276125,1.4980760472774506,1.744527530670166
55,137500,1.6664428483486176,2.017000699043274,1.495295115184784,1.776662254333496
56,140000,1.6629590539455414,1.853287410736084,1.4905751483917236,1.7946316242218017
57,142500,1.6675799929618835,1.7817363500595094,1.485472397351265,2.2076926231384277
58,145000,1.666280250597,1.6596485137939454,1.48405994079113,1.9499147176742553
59,147500,1.658776174068451,2.0170214653015135,1.4858462190628052,1.737242579460144
60,150000,1.66295730175972,1.7684651136398315,1.4814917132854462,1.7918145179748537
61,152500,1.6569047034978868,1.7761500597000122,1.4832349398612976,1.7638147354125977
62,155000,1.6593232776641846,1.760022521018982,1.4830451931476594,1.84704647064209
63,157500,1.6560159905433656,1.8337484836578368,1.4785236977815628,1.8362895488739013
64,160000,1.6578813947677613,1.813259840011597,1.4776242071628571,1.90369291305542
65,162500,1.6497730267047883,1.8425237894058228,1.475424671292305,1.8870437383651733
66,165000,1.6531581531524655,1.8187775373458863,1.4711215569019318,2.0450124740600586
67,167500,1.6554786206007004,1.9025516986846924,1.4752001821994782,1.9449588775634763
68,170000,1.6552223943710327,1.95753333568573,1.4705179295539856,1.946670866012573
69,172500,1.6471508914470672,1.8501097202301025,1.4691257868289949,1.9560277462005615
70,175000,1.648587907743454,1.7125757694244386,1.469832635760307,2.012635016441345
71,177500,1.6473482719659804,1.907304310798645,1.4697882290124893,2.027295875549316
72,180000,1.6520486890316008,1.8563263416290283,1.4608003813266754,1.939725875854492
73,182500,1.6517494813680649,1.7047231435775756,1.4628447502374649,1.8751106977462768
74,185000,1.6429357945919036,1.768246579170227,1.4601128719091416,2.107734966278076
75,187500,1.6457783027410506,1.8780526638031003,1.4625937614917754,2.0980547189712526
76,190000,1.6464552526950835,1.742683172225952,1.4553311040878296,1.941803050041199
77,192500,1.6449773231983185,1.7109716892242433,1.4604140220403672,1.9226869344711304
78,195000,1.6388991834163666,1.9952650785446169,1.4563473563671112,1.9031872034072876
79,197500,1.6513251227855683,1.7497576951980591,1.4530942475318909,2.124782156944275
80,200000,1.647577594614029,1.7112242221832277,1.4499965154647827,1.9973180770874024
81,202500,1.6406286718845366,1.8598113298416137,1.4544185128688811,1.9809117078781129
82,205000,1.6406252930641174,1.766316032409668,1.4548524711370467,1.9338200569152832
83,207500,1.650953512263298,1.706420612335205,1.4536134011507034,1.8711612462997436
