,step,train_loss_list,test_loss_list
0,0,4.63346004486084,3.970487689971924
1,2500,2.2050815142631532,2.0851802825927734
2,5000,1.9095014449596406,2.101221799850464
3,7500,1.8238341923236847,1.9747309684753418
4,10000,1.7753917798042298,2.0007848262786867
5,12500,1.7280479167461396,2.085815763473511
6,15000,1.7089798100471496,2.0261337757110596
7,17500,1.6906210709571838,2.093871593475342
8,20000,1.6619282444953918,1.9129324436187745
9,22500,1.6491991724967956,1.8669311285018921
10,25000,1.6338673508882522,1.8559232950210571
11,27500,1.6232830801725389,1.9659122467041015
12,30000,1.606902214384079,1.9813662052154541
13,32500,1.595702621459961,1.777378511428833
14,35000,1.58755496404171,1.8970980167388916
15,37500,1.574755625295639,1.8186104774475098
16,40000,1.5676585299491883,2.0126319885253907
17,42500,1.5608251160144806,1.9808775663375855
18,45000,1.560868142437935,1.9480709552764892
19,47500,1.5497197882175446,1.7031713724136353
20,50000,1.545392246747017,1.9383139610290527
21,52500,1.535447667479515,1.8525471925735473
22,55000,1.5284607208013534,1.84160578250885
23,57500,1.5341597022771836,2.038763475418091
24,60000,1.5213665496110915,1.7723140716552734
25,62500,1.518294250535965,1.9471482753753662
26,65000,1.516556418442726,1.9077690601348878
27,67500,1.5178835621356963,1.993216061592102
28,70000,1.5071929096698762,1.9649956941604614
29,72500,1.4969388341903687,1.9705118179321288
30,75000,1.5022805474758147,1.8638896226882935
31,77500,1.4926864023447037,1.8944665908813476
32,80000,1.489410456085205,1.824359083175659
33,82500,1.4892169716596604,1.7562321901321412
34,85000,1.4813723794221878,1.7368060111999513
35,87500,1.4780471607685088,1.6889909744262694
36,90000,1.472756600856781,1.7695285558700562
37,92500,1.47076614484787,1.853227925300598
38,95000,1.4698014825105667,1.8498241901397705
39,97500,1.4819600836515427,1.8995113849639893
40,100000,1.467945398736,1.6816603660583496
41,102500,1.4673616746425628,1.7048009157180786
42,105000,1.4636640637874603,1.8162742614746095
43,107500,1.4604607515096664,1.7539450883865357
44,110000,1.4565649876832962,2.007171130180359
45,112500,1.4542856179237367,1.9116233348846436
46,115000,1.4531876955509186,1.876640224456787
47,117500,1.448152481174469,1.9652253150939942
48,120000,1.4490351659297944,1.8576834201812744
49,122500,1.4437323208808899,1.9018942356109618
50,125000,1.4459252588748932,2.032817840576172
51,127500,1.4453161028385162,1.7972880363464356
52,130000,1.4363177079677583,1.9274182558059691
53,132500,1.4399173662900924,2.0647955656051638
54,135000,1.436315726518631,1.7949609518051148
55,137500,1.4340437096357346,1.7977089166641236
56,140000,1.431249181318283,1.682829785346985
57,142500,1.431603428554535,2.0726187944412233
