,step,train_loss_list,test_loss_list
0,0,4.461831092834473,4.575460624694824
1,2500,2.426195930814743,2.57677960395813
2,5000,2.441882984447479,2.9115546703338624
3,7500,2.6912161757469177,2.651085042953491
4,10000,2.7793272970199583,2.7097845554351805
5,12500,2.741652620792389,2.5215848445892335
6,15000,3.045829662322998,2.7635447502136232
7,17500,2.779154696941376,2.921678400039673
8,20000,3.366104960823059,6.920661735534668
9,22500,156.66740414962769,14.089746856689453
10,25000,33.37816861000061,15.997236633300782
11,27500,24.64404494304657,36.51822166442871
12,30000,11.511278883552551,4.842965221405029
13,32500,28.767416238021852,8.183906555175781
14,35000,16.162296265602112,7.361538505554199
15,37500,66.74940177192688,64.44674453735351
16,40000,29.021130664634704,14.167978668212891
17,42500,3943.2198489578245,4593.29296875
18,45000,4378.166076818848,958.242822265625
19,47500,887.0101233520508,151.19703063964843
20,50000,327.4664576507568,192.61774597167968
21,52500,251.04421355133056,65.37758102416993
22,55000,119.16515707931518,88.82847137451172
23,57500,155.754500989151,22.026473617553712
24,60000,38.5018935180664,18.083936500549317
25,62500,43.36853454055786,20.367226219177248
26,65000,43.802535271835325,18.698004722595215
27,67500,7399.0037497928615,1230.4902099609376
28,70000,3406.7549924316404,501.3081848144531
29,72500,403.75234319763183,214.22749938964844
30,75000,476.3821611724853,220.84341735839843
31,77500,222.72744447021483,140.7553939819336
32,80000,310.6322678741455,149.7287971496582
33,82500,212.76151842956543,116.82401275634766
34,85000,191.6045777282715,39.79588088989258
35,87500,110.85166460571288,1072.9656494140625
36,90000,529.1266440795898,185.20240020751953
37,92500,97.66173314819336,30.36922721862793
38,95000,125.75806029129028,28.93830261230469
39,97500,83.56786979751587,44.03452911376953
